Reference area,Frequency of observation,Measure,Unit of measure,PRICE_BASE,Price base,TIME_PERIOD,OBS_VALUE
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2007,91.33534534
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,0.740868397
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2008,91.06997467
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,-0.290545424
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2009,89.77544202
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,-1.421470311
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2010,92.55101238
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,3.091681087
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2011,93.13355066
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,0.629423997
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2012,94.15249227
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,1.094065028
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2013,96.25654317
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,2.234726713
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2014,96.42721508
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,0.177309411
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2015,98.36647896
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,2.011116761
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,0.100485327
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2016,98.46532284
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2017,99.3651888
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,0.91389124
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2018,99.97456683
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,0.613271148
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2019,100.8498004
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,0.875456184
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,-0.842639607
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2021,102.1443012
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,2.144301207
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2022,102.9480179
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,0.786844339
Japan,Annual,GDP per hour worked,Index,Q,Constant prices,2023,103.8408107
Japan,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,0.867226821
Korea,Annual,GDP per hour worked,Index,Q,Constant prices,2011,77.84859369
Korea,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,1.596092084
Korea,Annual,GDP per hour worked,Index,Q,Constant prices,2012,79.09112893
Korea,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,2.513436498
Korea,Annual,GDP per hour worked,Index,Q,Constant prices,2013,81.07903423
Korea,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,2.289036206
Korea,Annual,GDP per hour worked,Index,Q,Constant prices,2014,82.93496268
Korea,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,1.475363793
Korea,Annual,GDP per hour worked,Index,Q,Constant prices,2015,84.15855509
Korea,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,3.009322999
Korea,Annual,GDP per hour worked,Index,Q,Constant prices,2016,86.69115784
Korea,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,4.743693584
Korea,Annual,GDP per hour worked,Index,Q,Constant prices,2017,90.80352074
Korea,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,4.091610597
Korea,Annual,GDP per hour worked,Index,Q,Constant prices,2018,94.51884721
Korea,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,2.517165512
Korea,Annual,GDP per hour worked,Index,Q,Constant prices,2019,96.89804304
Korea,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Korea,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,3.201258627
Korea,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,3.091574123
Korea,Annual,GDP per hour worked,Index,Q,Constant prices,2021,103.0915741
Korea,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,0.214310551
Korea,Annual,GDP per hour worked,Index,Q,Constant prices,2022,103.3125102
Korea,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,1.789382716
Korea,Annual,GDP per hour worked,Index,Q,Constant prices,2023,105.1611664
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,1995,34.02450357
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1996,1.844164768
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,1996,34.65197148
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1997,4.743289974
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,1997,36.29561497
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1998,7.003212741
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,1998,38.8374741
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1999,4.640360826
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,1999,40.63967303
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2000,9.299068321
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2000,44.41878399
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2001,46.33363925
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,4.310913275
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,7.911252854
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2002,49.99921061
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,8.106899823
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2003,54.05259652
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,10.50695019
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2004,59.73187592
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,8.23036585
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2005,64.64802783
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,7.441428422
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2006,69.45876455
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,8.429198945
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2007,75.313582
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,-0.17127477
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2008,75.18458883
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,0.547221728
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2009,75.59601524
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,4.131422792
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2010,78.71920624
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,0.613798914
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2011,79.20238388
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,6.710011346
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2012,84.51687282
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,0.153532283
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2013,84.64663351
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,2.942995949
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2014,87.1377805
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,4.308757352
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2015,90.89233602
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,2.802510391
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2016,93.43960319
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,4.312993776
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2017,97.46964746
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,1.56759
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2018,98.9975719
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,0.491380393
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2019,99.48402656
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,0.518649534
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,6.69273685
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2021,106.6927369
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,4.750002452
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2022,111.7606445
Latvia,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,3.032921092
Latvia,Annual,GDP per hour worked,Index,Q,Constant prices,2023,115.1502566
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,1995,34.57544902
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,1996,36.02207364
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1996,4.183964801
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,1997,38.6519056
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1997,7.300612367
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,1998,40.76270834
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1998,5.46105737
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,1999,42.47335064
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1999,4.196586458
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2000,42.88769157
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2000,0.975531548
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2001,47.77251536
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,11.38980348
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2002,50.03687732
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,4.739884308
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2003,54.5766459
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,9.072845513
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2004,55.91074683
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,2.444453861
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2005,59.67270209
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,6.728501185
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2006,64.56938745
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,8.205905182
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2007,69.1784341
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,7.138129744
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2008,70.87993431
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,2.459581854
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2009,67.78480548
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,-4.366720787
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2010,70.75046782
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,4.375113743
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2011,75.84233253
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,7.196934323
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2012,77.78749675
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,2.564747367
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2013,80.56444616
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,3.569917431
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2014,82.28009125
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,2.129531298
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2015,82.29057335
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,0.012739527
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,-0.84570931
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2016,81.59463431
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2017,87.89420121
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,7.720565147
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2018,90.5848196
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,3.061201261
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2019,94.27058191
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,4.068852073
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,6.077630976
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2021,103.3990324
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,3.39903243
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2022,100.7920486
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,-2.521284595
Lithuania,Annual,GDP per hour worked,Index,Q,Constant prices,2023,98.67720578
Lithuania,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,-2.09822382
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,1995,87.92290397
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1996,0.253951036
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,1996,88.14618509
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1997,1.607749895
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,1997,89.56335529
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1998,2.307395245
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,1998,91.62993589
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1999,3.480123775
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,1999,94.81877108
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2000,1.20749947
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2000,95.96370723
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,-1.772109692
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2001,94.26312508
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,0.754714988
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2002,94.97454301
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,0.73909352
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2003,95.6764937
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,1.839035249
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2004,97.43601815
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,0.993916668
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2005,98.40445097
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,2.096449706
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2006,100.4674508
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,2.641417364
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2007,103.1212155
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,-4.816384487
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2008,98.15450126
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,-0.201044534
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2009,97.957167
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,1.670384566
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2010,99.5934284
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,-1.761986269
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2011,97.83860587
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,-0.389481425
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2012,97.45754267
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,1.839280709
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2013,99.25006045
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,-0.245687737
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2014,99.00621522
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,-0.76990468
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2015,98.24396174
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,1.980233528
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2016,100.1894216
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2017,98.7058453
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,-1.48077141
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,-1.676968531
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2018,97.05057934
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,-0.192898334
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2019,96.86337038
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,3.238199954
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,-0.02734046
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2021,99.97265954
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,-1.349707154
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2022,98.6233214
Luxembourg,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,-2.783328291
Luxembourg,Annual,GDP per hour worked,Index,Q,Constant prices,2023,95.8783106
Mexico,Annual,GDP per hour worked,Index,Q,Constant prices,2005,100.5287366
Mexico,Annual,GDP per hour worked,Index,Q,Constant prices,2006,102.7918669
Mexico,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,2.251227179
Mexico,Annual,GDP per hour worked,Index,Q,Constant prices,2007,103.7686897
Mexico,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,0.950291993
Mexico,Annual,GDP per hour worked,Index,Q,Constant prices,2008,104.821641
Mexico,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,1.014710021
Mexico,Annual,GDP per hour worked,Index,Q,Constant prices,2009,97.4728309
Mexico,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,-7.010775686
Mexico,Annual,GDP per hour worked,Index,Q,Constant prices,2010,100.7462938
Mexico,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,3.358333665
Mexico,Annual,GDP per hour worked,Index,Q,Constant prices,2011,102.2964387
Mexico,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,1.538661947
Mexico,Annual,GDP per hour worked,Index,Q,Constant prices,2012,103.0668382
Mexico,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,0.75310497
Mexico,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,-0.553792342
Mexico,Annual,GDP per hour worked,Index,Q,Constant prices,2013,102.496062
Mexico,Annual,GDP per hour worked,Index,Q,Constant prices,2014,104.6858006
Mexico,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,2.13641242
Mexico,Annual,GDP per hour worked,Index,Q,Constant prices,2015,104.684666
Mexico,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,-0.001083807
Mexico,Annual,GDP per hour worked,Index,Q,Constant prices,2016,104.1523121
Mexico,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,-0.508530949
Mexico,Annual,GDP per hour worked,Index,Q,Constant prices,2017,104.4871692
Mexico,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,0.321507156
Mexico,Annual,GDP per hour worked,Index,Q,Constant prices,2018,103.5667677
Mexico,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,-0.880875146
Mexico,Annual,GDP per hour worked,Index,Q,Constant prices,2019,100.8670403
Mexico,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,-2.606750675
Mexico,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Mexico,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,-0.85958732
Mexico,Annual,GDP per hour worked,Index,Q,Constant prices,2021,97.5929259
Mexico,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,-2.407074101
Mexico,Annual,GDP per hour worked,Index,Q,Constant prices,2022,96.96775074
Mexico,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,-0.640594746
Mexico,Annual,GDP per hour worked,Index,Q,Constant prices,2023,98.37699842
Mexico,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,1.453315835
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,1995,78.6911693
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,1996,79.0776643
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1996,0.49115423
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,1997,80.4973774
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1997,1.795340193
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,1998,82.70486637
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1998,2.742311668
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,1999,84.80548724
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1999,2.539899968
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2000,87.14433368
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2000,2.757895171
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2001,88.03533382
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2001,1.022441857
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2002,88.67563368
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2002,0.727321442
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2003,89.80101755
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2003,1.269101579
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2004,92.04918121
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2004,2.503494635
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2005,93.93384537
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2005,2.047453477
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2006,95.25113542
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2006,1.402359336
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2007,95.97704556
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2007,0.762101303
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2008,96.71731666
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2008,0.771300146
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2009,94.61544113
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2009,-2.173215305
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2010,96.57324392
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2010,2.069221225
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2011,97.6259197
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2011,1.090028398
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2012,97.28693054
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2012,-0.347232739
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2013,97.87231161
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2013,0.60170576
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2014,99.0589512
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2014,1.212436462
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2015,100.1481398
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2015,1.09953577
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2016,0.197705074
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2016,100.3461378
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2017,100.5396284
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2017,0.192823198
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2018,100.1243922
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2018,-0.413007517
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2019,100.0228477
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2019,-0.101418272
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2020,100
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2020,-0.02284252
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2021,102.3631101
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2021,2.363110056
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2022,103.1120174
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2022,0.73161837
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2023,101.5718971
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2023,-1.493637951
Netherlands,Annual,GDP per hour worked,Index,Q,Constant prices,2024,101.8198507
Netherlands,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,2024,0.244116304
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,1995,77.55198545
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1996,0.357862944
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,1996,77.82951527
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1997,3.482358575
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,1997,80.53981807
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1998,-1.412004421
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,1998,79.40259227
New Zealand,Annual,GDP per hour worked,Percent per annum,Q,Constant prices,1999,1.073181058
New Zealand,Annual,GDP per hour worked,Index,Q,Constant prices,1999,80.25472585
